Clean_Player,Team,G,A,Pts,plus_minus,Sh,TOI_sec,PIM,FOW,FOL,Games_Played,FO%,TOI
Grayson Dietrich,Niagara,5,6,11,5,34,24849.0,33,4.0,5.0,32,44.44444444444444,06:54:09
Greg Japchen,Robert Morris,1,6,7,-5,41,26419.0,10,0.0,0.0,25,,07:20:19
Greg Lapointe,St. Lawrence,11,8,19,-15,99,31821.0,18,2.0,3.0,34,40.0,08:50:21
Greg Orosz,Alaska-Anchorage,0,0,0,0,0,0.0,0,0.0,0.0,20,,00:00:00
Griffin Erdman,Northeastern,1,2,3,1,35,23415.0,2,6.0,7.0,37,46.15384615384615,06:30:15
Griffin Jurecki,Michigan State,0,2,2,-2,50,13567.0,0,0.0,0.0,26,,03:46:07
Griffin Ludtke,Omaha,2,11,13,0,48,37310.0,21,0.0,0.0,36,,10:21:50
Guillaume Richard,Providence,2,12,14,7,61,50593.0,14,0.0,0.0,37,,14:03:13
Gunnar Thoreson,St. Lawrence,5,3,8,-11,40,24771.0,8,9.0,23.0,33,28.125,06:52:51
Gunnar VanDamme,Alaska-Anchorage,2,4,6,-12,32,39131.0,12,0.0,0.0,34,,10:52:11
Gunnarwolfe Fontaine,Ohio State,17,23,40,6,107,39630.0,6,4.0,1.0,40,80.0,11:00:30
Gustav Blom,RIT,2,0,2,-1,24,27756.0,8,0.0,0.0,26,,07:42:36
Gustav Stjernberg,Bowling Green,4,12,16,7,89,41723.0,35,0.0,0.0,30,,11:35:23
Gustavs Ozolins,Rensselaer,1,2,3,-4,27,26707.0,2,0.0,0.0,31,,07:25:07
Guy Blessing,Air Force,0,2,2,0,0,0.0,0,0.0,0.0,39,,00:00:00
Haden Kruse,Alaska,3,3,6,3,31,13484.0,2,2.0,1.0,15,66.66666666666666,03:44:44
Hadley Hudak,Lake Superior,0,0,0,-4,5,4344.0,4,1.0,0.0,8,100.0,01:12:24
Hagen Burrows,Denver,1,8,9,5,33,20304.0,14,0.0,0.0,39,,05:38:24
Hampton Slukynsky,Western Michigan,0,1,1,0,0,0.0,0,0.0,0.0,25,,00:00:00
Hampus Rydqvist,Miami,2,3,5,-12,42,25813.0,10,3.0,0.0,28,100.0,07:10:13
Hank Cleaves,Dartmouth,5,16,21,5,43,28823.0,10,75.0,78.0,32,49.01960784313725,08:00:23
Hank Kempf,Cornell,2,5,7,4,31,39423.0,18,0.0,0.0,36,,10:57:03
Harper Bentz,Minnesota-Duluth,2,7,9,3,38,21397.0,4,3.0,3.0,27,50.0,05:56:37
Harrison Israels,Omaha,10,15,25,12,65,30948.0,14,272.0,225.0,34,54.72837022132797,08:35:48
Harrison Roy,Merrimack,2,7,9,-13,80,33587.0,12,193.0,188.0,35,50.65616797900262,09:19:47
Harrison Scott,Maine,18,17,35,13,133,45446.0,26,421.0,322.0,38,56.6621803499327,12:37:26
Hayden Hennen,Augustana,3,12,15,9,62,47370.0,29,0.0,1.0,34,0.0,13:09:30
Hayden Stavroff,Dartmouth,10,12,22,3,66,29340.0,43,1.0,2.0,31,33.33333333333333,08:09:00
Heath Armstrong,Long Island,0,3,3,1,9,8163.0,2,8.0,19.0,14,29.629629629629626,02:16:03
Henri Schreifels,Stonehill,4,10,14,-6,62,37428.0,25,137.0,180.0,31,43.217665615141954,10:23:48
Henry Bartle,Michigan Tech,1,2,3,-3,11,9379.0,8,8.0,5.0,22,61.53846153846154,02:36:19
Henry Graham,Lindenwood,0,0,0,0,0,0.0,0,0.0,0.0,2,,00:00:00
Henry Nelson,Notre Dame,3,5,8,0,43,29553.0,32,0.0,1.0,30,0.0,08:12:33
Henry Welsch,Mass.-Lowell,0,1,1,0,0,0.0,0,0.0,0.0,20,,00:00:00
Henry Wilder,Colorado College,0,0,0,0,0,0.0,0,0.0,0.0,2,,00:00:00
Hobie Hedquist,North Dakota,0,0,0,0,0,0.0,0,0.0,0.0,10,,00:00:00
Holden Doell,Ferris State,2,8,10,-2,39,22558.0,12,73.0,103.0,31,41.47727272727273,06:15:58
Holt Oliphant,Air Force,2,7,9,-1,56,32486.0,6,5.0,4.0,38,55.55555555555556,09:01:26
Hoyt Stanley,Cornell,2,11,13,14,33,43417.0,40,0.0,0.0,36,,12:03:37
Hudson Malinoski,Providence,11,12,23,-7,67,34616.0,26,192.0,165.0,35,53.78151260504202,09:36:56
Hudson Schandor,Connecticut,10,31,41,21,72,39149.0,12,299.0,306.0,37,49.421487603305785,10:52:29
Hugh Larkin,Connecticut,3,3,6,-4,20,20346.0,37,1.0,2.0,32,33.33333333333333,05:39:06
Hughie Hooker,Yale,1,5,6,-23,30,28857.0,10,0.0,1.0,26,0.0,08:00:57
Hunter Andrew,Canisius,2,1,3,2,25,10377.0,6,0.0,2.0,16,0.0,02:52:57
Hunter Bischoff,Augustana,10,13,23,3,75,36029.0,14,7.0,11.0,35,38.88888888888889,10:00:29
Hunter Hady,Michigan,0,1,1,-2,10,18495.0,35,0.0,0.0,32,,05:08:15
Hunter Hastings,Stonehill,0,1,1,-5,11,8778.0,4,18.0,28.0,15,39.130434782608695,02:26:18
Hunter Jones,American Int'l,0,0,0,-2,2,2282.0,0,1.0,1.0,5,50.0,00:38:02
Hunter Longhi,American Int'l,2,2,4,-1,18,7813.0,4,0.0,0.0,13,,02:10:13
Hunter McCoy,Army,4,7,11,4,40,20010.0,10,28.0,31.0,30,47.45762711864407,05:33:30
Hunter McCurdy,American Int'l,0,0,0,0,0,140.0,0,0.0,0.0,1,,00:02:20
Hunter Price,Canisius,0,0,0,-4,15,8127.0,4,31.0,47.0,16,39.743589743589745,02:15:27
Hunter Sansbury,Sacred Heart,6,15,21,12,82,58361.0,30,1.0,1.0,39,50.0,16:12:41
Hunter Strand,Notre Dame,8,8,16,-7,69,38166.0,20,260.0,250.0,38,50.98039215686274,10:36:06
Hunter Wallace,Merrimack,2,0,2,2,7,4370.0,0,0.0,0.0,6,,01:12:50
Hunter Weiss,Notre Dame,0,0,0,0,0,206.0,0,0.0,0.0,3,,00:03:26
Huston Karpman,Connecticut,0,0,0,0,2,2407.0,0,4.0,3.0,17,57.14285714285714,00:40:07
Ian Carpentier,Mass.-Lowell,2,7,9,4,45,20780.0,8,24.0,41.0,27,36.92307692307693,05:46:20
Ian Devlin,Princeton,1,3,4,3,23,29734.0,12,1.0,0.0,30,100.0,08:15:34
Ian Moore,Harvard,3,11,14,-5,77,41217.0,14,0.0,0.0,32,,11:26:57
Ian Murphy,Notre Dame,4,7,11,-5,46,33847.0,24,88.0,112.0,38,44.0,09:24:07
Ian Pierce,Dartmouth,1,8,9,7,25,29321.0,13,0.0,0.0,24,,08:08:41
Ian Shane,Cornell,0,1,1,0,0,0.0,2,0.0,0.0,34,,00:00:00
Iiro Hakkarainen,Western Michigan,13,16,29,21,77,41003.0,21,3.0,10.0,42,23.076923076923077,11:23:23
Iisai Pesonen,Yale,1,2,3,-5,19,19547.0,10,4.0,6.0,25,40.0,05:25:47
Isa Parekh,Bemidji State,3,15,18,-5,37,35724.0,18,0.0,0.0,35,,09:55:24
Isaac Gordon,Michigan Tech,7,19,26,-4,116,42319.0,8,9.0,6.0,36,60.0,11:45:19
Isaac Howard,Michigan State,26,26,52,19,169,42521.0,10,0.0,0.0,37,,11:48:41
Isaac Lambert,Long Island,4,9,13,-4,52,25374.0,15,47.0,39.0,29,54.65116279069767,07:02:54
Isaac Tremblay,St. Lawrence,4,8,12,-20,52,33104.0,25,185.0,254.0,33,42.14123006833713,09:11:44
Isac Jonsson,Mass.-Lowell,2,10,12,-2,69,36156.0,4,1.0,0.0,35,100.0,10:02:36
Isack Bandu,St. Lawrence,2,5,7,-12,28,30411.0,27,0.0,0.0,32,,08:26:51
Isaiah Fox,Long Island,9,7,16,0,71,30860.0,54,25.0,24.0,31,51.02040816326531,08:34:20
Isaiah Norlin,Omaha,0,1,1,-2,14,8135.0,2,0.0,0.0,16,,02:15:35
Isak Posch,St. Cloud State,0,0,0,0,0,0.0,0,0.0,0.0,22,,00:00:00
Isak Walther,Vermont,6,11,17,-2,67,27204.0,10,3.0,3.0,33,50.0,07:33:24
Ivan Korodiuk,Bowling Green,0,1,1,0,18,7197.0,4,0.0,0.0,17,,01:59:57
Ivan Zadvernyuk,Brown,3,7,10,-1,56,31341.0,33,7.0,10.0,32,41.17647058823529,08:42:21
Ivan Zivlak,Merrimack,3,6,9,-1,27,36931.0,6,0.0,0.0,32,,10:15:31
J.D. Metz,St. Thomas,0,1,1,0,6,3195.0,2,1.0,3.0,7,25.0,00:53:15
J.P. Turner,New Hampshire,5,8,13,0,59,27995.0,22,7.0,2.0,35,77.77777777777779,07:46:35
J.R. Ashmead,Robert Morris,0,2,2,-6,31,29187.0,14,0.0,0.0,33,,08:06:27
JJ Cataldo,Army,0,1,1,0,0,0.0,0,0.0,0.0,31,,00:00:00
JJ Wiebusch,Penn State,14,19,33,13,83,37381.0,14,1.0,4.0,40,20.0,10:23:01
JP Steele,Alaska-Anchorage,0,2,2,0,11,14956.0,12,1.0,0.0,17,100.0,04:09:16
JR Perdion,Long Island,3,8,11,2,42,18948.0,10,62.0,103.0,29,37.57575757575757,05:15:48
Jack Agnew,Rensselaer,1,2,3,-5,15,10916.0,4,0.0,0.0,21,,03:01:56
Jack Anderson,Lindenwood,1,9,10,-5,55,40336.0,14,0.0,1.0,32,0.0,11:12:16
Jack Babbage,New Hampshire,1,0,1,-5,18,9644.0,6,0.0,0.0,20,,02:40:44
Jack Bar,Harvard,0,3,3,0,20,22799.0,25,0.0,0.0,25,,06:19:59
Jack Blake,Bowling Green,0,0,0,1,1,2922.0,2,0.0,0.0,13,,00:48:42
Jack Blanchett,Lake Superior,0,0,0,-2,5,2945.0,6,0.0,0.0,6,,00:49:05
Jack Brackett,Rensselaer,6,11,17,4,56,31582.0,10,3.0,7.0,35,30.0,08:46:22
Jack Brandt,Colgate,2,5,7,-4,27,17590.0,40,7.0,6.0,31,53.84615384615385,04:53:10
Jack Budd,Canisius,1,10,11,-8,50,33352.0,12,0.0,0.0,28,,09:15:52
Jack Collins,Mass.-Lowell,0,1,1,2,13,7915.0,0,70.0,57.0,16,55.118110236220474,02:11:55
Jack Devine,Denver,13,44,57,16,148,53249.0,32,1.0,2.0,44,33.33333333333333,14:47:29
Jack Gorton,Boston University,0,0,0,-1,0,238.0,0,0.0,1.0,3,0.0,00:03:58
Jack Harvey,Boston University,11,16,27,12,89,41057.0,2,4.0,4.0,40,50.0,11:24:17
Jack Henry,Northeastern,0,1,1,-9,13,30542.0,6,0.0,0.0,32,,08:29:02
Jack Hewitt,Brown,0,1,1,-2,8,6877.0,2,0.0,0.0,12,,01:54:37
Jack Horbach,Wisconsin,3,6,9,8,42,28715.0,21,10.0,8.0,35,55.55555555555556,07:58:35
Jack Hughes,Boston University,7,18,25,9,68,39031.0,22,145.0,159.0,40,47.69736842105263,10:50:31
Jack Ivey,Army,10,15,25,4,104,34201.0,6,16.0,19.0,38,45.714285714285715,09:30:01
Jack Larrigan,Notre Dame,1,5,6,-11,17,16013.0,4,1.0,0.0,29,100.0,04:26:53
Jack Malinski,Vermont,0,1,1,1,12,13683.0,6,0.0,0.0,15,,03:48:03
Jack Mesic,Western Michigan,0,0,0,0,6,1442.0,0,0.0,0.0,5,,00:24:02
Jack Musa,Massachusetts,18,17,35,18,99,46380.0,4,55.0,29.0,40,65.47619047619048,12:53:00
Jack O'Brien,Cornell,0,3,3,4,15,11008.0,2,0.0,0.0,30,,03:03:28
Jack O'Dea,Sacred Heart,0,0,0,0,0,0.0,0,0.0,0.0,1,,00:00:00
Jack O'Leary,Cornell,8,9,17,5,44,28630.0,19,7.0,7.0,35,50.0,07:57:10
Jack Page,Boston University,0,2,2,-2,6,10306.0,14,0.0,0.0,23,,02:51:46
Jack Pascucci,Connecticut,0,1,1,2,0,4295.0,4,0.0,0.0,10,,01:11:35
Jack Phelan,Wisconsin,0,4,4,0,31,31628.0,14,0.0,0.0,36,,08:47:08
Jack Reimann,St. Cloud State,1,3,4,-9,45,27243.0,18,41.0,55.0,35,42.70833333333333,07:34:03
Jack Ricketts,Quinnipiac,20,7,27,22,89,39633.0,47,67.0,46.0,38,59.29203539823009,11:00:33
Jack Robilotti,Mass.-Lowell,2,4,6,6,23,32388.0,32,0.0,0.0,36,,08:59:48
Jack Rogers,St. Cloud State,0,1,1,-1,2,2088.0,2,1.0,0.0,4,100.0,00:34:48
Jack Seymour,Holy Cross,7,12,19,7,67,34635.0,34,8.0,10.0,34,44.44444444444444,09:37:15
Jack Silich,Ferris State,3,3,6,-4,43,18773.0,6,5.0,13.0,20,27.77777777777778,05:12:53
Jack Silverberg,Dartmouth,0,5,5,9,12,22120.0,15,1.0,2.0,29,33.33333333333333,06:08:40
Jack Smith,Minnesota-Duluth,4,5,9,-10,48,27461.0,23,204.0,225.0,33,47.55244755244755,07:37:41
Jack Sparkes,Clarkson,1,4,5,1,26,28576.0,50,0.0,0.0,38,,07:56:16
Jack Stark,Yale,0,0,0,0,0,0.0,0,0.0,0.0,20,,00:00:00
Jack Stockfish,Holy Cross,15,12,27,0,75,39158.0,30,393.0,300.0,36,56.709956709956714,10:52:38
Jack Watson,Rensselaer,0,1,1,0,0,0.0,0,0.0,0.0,8,,00:00:00
Jack Williams,Northeastern,16,25,41,6,105,49431.0,25,392.0,320.0,37,55.0561797752809,13:43:51
Jack Williams,Notre Dame,0,0,0,0,0,0.0,0,0.0,0.0,1,,00:00:00
Jack Works,Michigan Tech,5,10,15,2,73,30495.0,20,66.0,76.0,31,46.478873239436616,08:28:15
Jackson Decker,Canisius,1,12,13,-7,46,38104.0,16,1.0,0.0,34,100.0,10:35:04
Jackson Dorrington,Northeastern,2,13,15,-2,73,52415.0,20,0.0,0.0,37,,14:33:35
Jackson Hallum,Michigan,8,9,17,-3,71,39267.0,18,6.0,10.0,36,37.5,10:54:27
Jackson Irving,Massachusetts,0,1,1,0,0,0.0,0,0.0,0.0,5,,00:00:00
Jackson Jutting,Bemidji State,14,8,22,-12,97,43947.0,4,457.0,435.0,38,51.23318385650224,12:12:27
Jackson Kunz,North Dakota,7,8,15,7,44,29546.0,21,1.0,5.0,36,16.666666666666664,08:12:26
Jackson Niedermayer,Bowling Green,2,6,8,-9,59,26878.0,12,0.0,4.0,33,0.0,07:27:58
Jackson Nieuwendyk,Canisius,1,2,3,-5,21,12984.0,6,68.0,83.0,22,45.033112582781456,03:36:24
Jacob Badal,Ferris State,4,6,10,0,48,17758.0,6,1.0,6.0,25,14.285714285714285,04:55:58
Jacob Bernadet,St. Lawrence,1,1,2,-15,30,16688.0,2,1.0,2.0,27,33.33333333333333,04:38:08
Jacob Biron,Army,0,1,1,0,0,0.0,0,0.0,0.0,2,,00:00:00
Jacob Bonkowski,Minnesota State,0,0,0,1,3,3542.0,0,0.0,0.0,7,,00:59:02
Jacob Conrad,Lake Superior,6,4,10,8,40,23981.0,4,0.0,0.0,28,,06:39:41
Jacob Dirks,Ferris State,1,0,1,-8,22,17841.0,2,56.0,71.0,23,44.09448818897638,04:57:21
Jacob Fowler,Boston College,0,2,2,0,0,0.0,17,0.0,0.0,35,,00:00:00
Jacob Guevin,Omaha,7,13,20,4,86,45572.0,10,1.0,0.0,36,100.0,12:39:32
Jacob Jeannette,Union,2,3,5,-3,31,19706.0,12,128.0,127.0,29,50.19607843137255,05:28:26
Jacob MacDonald,Mass.-Lowell,2,2,4,-2,12,8600.0,4,14.0,17.0,14,45.16129032258064,02:23:20
Jacob Napier,Colgate,2,2,4,-3,22,17853.0,6,0.0,0.0,27,,04:57:33
Jacob Slipec,Omaha,1,3,4,-10,29,23953.0,24,11.0,26.0,33,29.72972972972973,06:39:13
Jacob Truscott,Michigan,3,13,16,-3,59,48171.0,27,0.0,0.0,36,,13:22:51
Jacob Vockler,Lindenwood,0,1,1,-5,21,12123.0,4,2.0,3.0,19,40.0,03:22:03
Jaden Grant,Bowling Green,5,8,13,-1,55,29014.0,20,241.0,222.0,34,52.05183585313174,08:03:34
Jaeden Mercier,Lindenwood,8,3,11,-2,50,29064.0,4,4.0,5.0,30,44.44444444444444,08:04:24
Jaedon Kerr,Notre Dame,1,3,4,2,12,8455.0,6,0.0,0.0,22,,02:20:55
Jagger Tapper,Rensselaer,8,12,20,9,35,26539.0,8,33.0,31.0,29,51.5625,07:22:19
Jaiden Moriello,Mass.-Lowell,0,0,0,-1,1,1046.0,0,0.0,0.0,2,,00:17:26
Jak Vaarwerk,Mass.-Lowell,5,11,16,-1,57,38154.0,12,296.0,305.0,36,49.25124792013311,10:35:54
Jake Beaune,Mercyhurst,1,2,3,-16,42,29563.0,36,0.0,0.0,26,,08:12:43
Jake Black,Bentley,4,3,7,-1,43,14578.0,6,8.0,10.0,22,44.44444444444444,04:02:58
Jake Boltmann,Northeastern,2,10,12,-2,24,44734.0,39,0.0,0.0,35,,12:25:34
Jake Bongo,Sacred Heart,3,4,7,4,24,18599.0,0,21.0,24.0,22,46.666666666666664,05:09:59
Jake Braccini,St. Thomas,9,10,19,3,87,32945.0,16,138.0,181.0,37,43.260188087774296,09:09:05
Jake Cady,Stonehill,0,3,3,-7,21,11228.0,23,0.0,1.0,20,0.0,03:07:08
Jake Dunlap,Ohio State,0,4,4,1,37,13918.0,2,1.0,1.0,21,50.0,03:51:58
Jake Fisher,Denver,8,7,15,8,56,26505.0,12,77.0,106.0,42,42.07650273224044,07:21:45
Jake Gagnon,Rensselaer,8,7,15,-6,68,27969.0,12,0.0,3.0,33,0.0,07:46:09
Jake Hewitt,Sacred Heart,5,8,13,5,37,20333.0,14,2.0,5.0,33,28.57142857142857,05:38:53
Jake Higgins,Northeastern,2,1,3,-3,17,20652.0,4,0.0,0.0,36,,05:44:12
Jake Kraft,Cornell,7,6,13,5,56,30955.0,4,3.0,9.0,36,25.0,08:35:55
Jake LaRusso,Stonehill,0,0,0,-1,0,360.0,0,0.0,0.0,1,,00:06:00
Jake Lammens,St. Lawrence,0,0,0,-17,21,14525.0,2,0.0,0.0,24,,04:02:05
Jake Livanavage,North Dakota,4,24,28,0,59,56794.0,12,0.0,0.0,38,,15:46:34
Jake Manfre,Princeton,8,9,17,-1,54,30445.0,12,2.0,0.0,30,100.0,08:27:25
Jake McLean,Bemidji State,2,5,7,-6,28,20780.0,2,115.0,127.0,33,47.5206611570248,05:46:20
Jake Percival,Connecticut,9,10,19,5,87,40948.0,14,0.0,7.0,39,0.0,11:22:28
Jake Peterson,Air Force,0,1,1,-2,24,24857.0,2,0.0,0.0,36,,06:54:17
Jake Ratzlaff,St. Thomas,0,0,0,0,4,5433.0,11,0.0,0.0,9,,01:30:33
Jake Richard,Connecticut,15,28,43,26,84,35231.0,16,1.0,1.0,34,50.0,09:47:11
Jake Rozzi,Ohio State,5,7,12,-2,40,24027.0,2,0.0,1.0,33,0.0,06:40:27
Jake Schmaltz,North Dakota,6,10,16,2,49,35706.0,26,361.0,291.0,38,55.3680981595092,09:55:06
Jake Schneider,Colgate,4,11,15,10,71,34511.0,14,16.0,34.0,36,32.0,09:35:11
Jake Sibell,St. Thomas,0,0,0,0,0,0.0,0,0.0,0.0,20,,00:00:00
Jake Sondreal,Boston College,2,4,6,6,37,26202.0,36,25.0,27.0,36,48.07692307692308,07:16:42
Jake Southgate,Lindenwood,5,7,12,-1,56,29196.0,10,3.0,8.0,30,27.27272727272727,08:06:36
Jakob Lee,Rensselaer,13,7,20,6,62,39286.0,26,351.0,294.0,35,54.418604651162795,10:54:46
Jakob Peterson,Northern Michigan,2,4,6,-14,28,26655.0,12,0.0,0.0,29,,07:24:15
Jakob Stender,Minnesota State,3,2,5,2,38,31204.0,13,66.0,120.0,37,35.483870967741936,08:40:04
Jaksen Panzer,Bemidji State,2,3,5,-7,47,19611.0,2,43.0,34.0,26,55.84415584415584,05:26:51
Jakub Altrichter,Northern Michigan,3,16,19,-7,80,39148.0,4,280.0,252.0,32,52.63157894736842,10:52:28
Jakub Krbecek,RIT,0,1,1,0,0,0.0,4,0.0,0.0,18,,00:00:00
Jakub Lewandowski,Northern Michigan,0,3,3,-1,4,10515.0,4,2.0,3.0,17,40.0,02:55:15
James Callahan,Air Force,0,0,0,-3,2,1325.0,0,0.0,0.0,5,,00:22:05
James Duerr,Massachusetts,2,3,5,1,20,13425.0,6,50.0,97.0,31,34.01360544217687,03:43:45
James Fisher,Northeastern,1,1,2,-3,21,8418.0,6,0.0,0.0,24,,02:20:18
James Gray,St. Cloud State,0,0,0,0,0,0.0,0,0.0,0.0,6,,00:00:00
James Hagens,Boston College,11,26,37,21,99,42982.0,24,185.0,219.0,37,45.79207920792079,11:56:22
James Hong,Ohio State,4,9,13,2,54,27504.0,17,10.0,13.0,34,43.47826086956522,07:38:24
James Reeder,Denver,11,10,21,17,59,39351.0,2,2.0,3.0,44,40.0,10:55:51
Jan Korec,Boston College,0,0,0,0,0,0.0,0,0.0,0.0,3,,00:00:00
Jan Lasak,St. Lawrence,4,2,6,-7,23,14096.0,4,4.0,4.0,16,50.0,03:54:56
Jan Olenginski,St. Lawrence,2,4,6,-4,31,31043.0,10,1.0,0.0,30,100.0,08:37:23
Jared Mangan,Clarkson,6,5,11,0,69,34581.0,10,74.0,60.0,38,55.223880597014926,09:36:21
Jared Whale,New Hampshire,0,0,0,0,0,0.0,0,0.0,0.0,31,,00:00:00
Jared Wright,Denver,9,8,17,17,75,38657.0,6,2.0,2.0,44,50.0,10:44:17
Jarod Crespo,Penn State,2,5,7,-10,37,34968.0,10,1.0,0.0,36,100.0,09:42:48
Jarred White,Alaska-Anchorage,3,5,8,-4,43,24223.0,17,94.0,133.0,32,41.409691629955944,06:43:43
Jarrod Smith,Holy Cross,0,1,1,1,9,6024.0,8,22.0,23.0,14,48.888888888888886,01:40:24
Jaryd Sych,Mercyhurst,2,0,2,-15,27,29118.0,12,0.0,0.0,30,,08:05:18
Jase Sofo,St. Thomas,0,0,0,-1,1,1317.0,4,0.0,0.0,2,,00:21:57
Jason Ahearn,Niagara,19,20,39,6,120,39576.0,23,2.0,3.0,36,40.0,10:59:36
Jason Gallucci,Penn State,0,0,0,1,12,8116.0,8,0.0,0.0,12,,02:15:16
Jason Marsella,Yale,0,0,0,-2,2,1209.0,0,0.0,0.0,2,,00:20:09
Jason Siedem,New Hampshire,3,8,11,-3,26,20649.0,4,1.0,6.0,32,14.285714285714285,05:44:09
Jasper Lester,Air Force,0,0,0,0,10,5991.0,23,0.0,0.0,12,,01:39:51
Jax Wismer,Vermont,2,13,15,-1,51,36885.0,22,0.0,0.0,34,,10:14:45
Jaxson Ezman,Princeton,7,8,15,-2,53,30550.0,28,28.0,32.0,30,46.666666666666664,08:29:10
Jayden Davis,Notre Dame,1,2,3,-5,8,10535.0,8,75.0,75.0,22,50.0,02:55:35
Jayden Jubenvill,North Dakota,2,4,6,8,32,30968.0,29,0.0,0.0,37,,08:36:08
Jayden Perron,North Dakota,10,9,19,-2,79,30380.0,7,0.0,2.0,31,0.0,08:26:20
Jayden Sison,Princeton,2,4,6,-5,24,19895.0,10,0.0,1.0,24,0.0,05:31:35
Jayson Shaugabay,Minnesota-Duluth,12,14,26,-3,60,34688.0,4,14.0,15.0,36,48.275862068965516,09:38:08
Jeff Hutchinson,Augustana,0,0,0,5,15,16271.0,6,0.0,0.0,22,,04:31:11
Jens Richards,Vermont,5,2,7,-6,33,19969.0,6,0.0,0.0,26,,05:32:49
Jere Vaisanen,Bemidji State,7,12,19,-7,61,39846.0,16,241.0,233.0,38,50.84388185654009,11:04:06
Jeremi Tremblay,Sacred Heart,2,4,6,8,21,11906.0,21,1.0,0.0,24,100.0,03:18:26
Jeremie Payant,Rensselaer,3,3,6,-7,40,20204.0,6,31.0,36.0,33,46.26865671641791,05:36:44
Jeremy Wilmer,Quinnipiac,15,26,41,-6,65,36851.0,4,17.0,6.0,38,73.91304347826086,10:14:11
Jesse Tucker,Northern Michigan,3,5,8,-25,50,33712.0,26,327.0,298.0,34,52.32,09:21:52
Jimmy Clark,Minnesota,5,17,22,15,79,39616.0,0,239.0,277.0,39,46.31782945736434,11:00:16
"Jimmy Dowd, Jr.",Penn State,1,9,10,-5,41,25771.0,21,0.0,0.0,27,,07:09:31
Jimmy Doyle,Bentley,0,8,8,3,51,22681.0,6,30.0,35.0,32,46.15384615384615,06:18:01
Jimmy Glynn,Omaha,8,7,15,-2,59,35675.0,14,246.0,260.0,35,48.616600790513836,09:54:35
Jimmy Goffredo,Rensselaer,2,3,5,-9,40,35956.0,20,0.0,0.0,35,,09:59:16
Jimmy Jurcev,Notre Dame,1,3,4,-8,17,18079.0,10,0.0,0.0,31,,05:01:19
Jimmy Rayhill,Cornell,0,1,1,0,3,2948.0,0,0.0,1.0,6,0.0,00:49:08
Jimmy Snuggerud,Minnesota,24,27,51,13,161,44623.0,29,8.0,19.0,40,29.629629629629626,12:23:43
JoJo Tanaka-Campbell,Yale,0,0,0,-6,2,3721.0,2,5.0,8.0,10,38.46153846153847,01:02:01
Joaquim Lemay,Northeastern,3,9,12,-11,58,44662.0,29,0.0,0.0,30,,12:24:22
Joe Blackley,Yale,0,1,1,-2,4,4817.0,0,1.0,1.0,9,50.0,01:20:17
Joe Connor,Northeastern,7,10,17,-10,103,42954.0,47,3.0,7.0,37,30.0,11:55:54
Joe Dunlap,Ohio State,8,14,22,3,107,39096.0,22,1.0,0.0,39,100.0,10:51:36
Joe Gramer,Omaha,0,4,4,1,14,29891.0,4,0.0,1.0,33,0.0,08:18:11
Joe Miller,Harvard,5,18,23,5,50,29929.0,8,11.0,5.0,28,68.75,08:18:49
Joe Molenaar,Minnesota-Duluth,3,3,6,-8,45,25158.0,6,2.0,6.0,31,25.0,06:59:18
Joe Palodichuk,Wisconsin,1,3,4,-7,19,29076.0,8,0.0,0.0,25,,08:04:36
Joe Prouty,Lindenwood,1,3,4,-8,50,38827.0,24,0.0,0.0,32,,10:47:07
Joe Schiller,Northern Michigan,0,3,3,-6,11,12174.0,4,0.0,0.0,10,,03:22:54
Joe Sharib,Union,0,0,0,0,0,0.0,0,0.0,0.0,3,,00:00:00
Joe Solimine,Holy Cross,1,5,6,-1,40,21366.0,12,115.0,123.0,32,48.319327731092436,05:56:06
Joel Kjellberg,Arizona State,0,11,11,6,26,33106.0,12,0.0,0.0,34,,09:11:46
Joel Lehtinen,Stonehill,1,3,4,-3,23,18999.0,12,122.0,137.0,25,47.10424710424711,05:16:39
Joel Maatta,Vermont,9,18,27,5,51,39000.0,16,358.0,286.0,35,55.590062111801245,10:50:00
Joey Baez,Army,7,9,16,-19,82,33898.0,14,0.0,0.0,38,,09:24:58
Joey DelGreco,Augustana,7,8,15,3,56,35855.0,20,119.0,171.0,35,41.03448275862069,09:57:35
Joey Dosan,Army,0,0,0,0,3,420.0,0,0.0,4.0,1,0.0,00:07:00
Joey Larson,Michigan State,10,14,24,7,111,33603.0,22,0.0,4.0,37,0.0,09:20:03
Joey LoVullo,American Int'l,0,0,0,0,0,0.0,0,0.0,0.0,1,,00:00:00
Joey Muldowney,Connecticut,29,18,47,27,142,45057.0,12,11.0,21.0,39,34.375,12:30:57
Joey Musa,Massachusetts,1,2,3,-7,24,19381.0,6,26.0,35.0,33,42.62295081967213,05:23:01
Joey Potter,Alaska-Anchorage,2,3,5,-7,37,23357.0,12,0.0,0.0,18,,06:29:17
Johannes Løkkeberg,Bowling Green,0,0,0,-2,3,3536.0,4,22.0,23.0,9,48.888888888888886,00:58:56
John Beaton,Rensselaer,6,13,19,-10,58,33927.0,0,75.0,52.0,34,59.055118110236215,09:25:27
John Dalton,Maine,0,5,5,-3,14,13920.0,21,0.0,0.0,21,,03:52:00
John Driscoll,Sacred Heart,2,8,10,2,49,57396.0,14,0.0,0.0,39,,15:56:36
John Emmons,Miami,1,0,1,-14,14,17520.0,29,85.0,105.0,21,44.73684210526316,04:52:00
